"reason","institution","removed_path","kept_path","removed_name","kept_name","bytes","sha256"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(게시용)제2023-2호 (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(게시용)제2023-2호.hwp","(게시용)제2023-2호 (2).hwp","(게시용)제2023-2호.hwp","83456","ffd362ebeb3d6ec5b7fe0df923e0f861a1991b09c500748cb8800030d4797283"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(게시용)제2026-3호 (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(게시용)제2026-3호.hwp","(게시용)제2026-3호 (2).hwp","(게시용)제2026-3호.hwp","409600","0fb34441bed6053b77ff1cf40ab730d597ee3e9787c32ef104d8f1d97ed8c54f"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(게시용)제2026-4호 (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(게시용)제2026-4호.hwp","(게시용)제2026-4호 (2).hwp","(게시용)제2026-4호.hwp","160768","2f2c4b2f52352c29a3d6ca5e0598bd385a39e815fb79d46c45c5bc5052f9ffd4"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(게시용)제2026-5호 (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(게시용)제2026-5호.hwp","(게시용)제2026-5호 (2).hwp","(게시용)제2026-5호.hwp","176640","76c97d171c30e10c58c5c8274c32bd280a2f004fd97520f7bef65bedbe35714f"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(제2022-7호)_게시용 (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(제2022-7호)_게시용.hwp","(제2022-7호)_게시용 (2).hwp","(제2022-7호)_게시용.hwp","161280","b2145824f3107ba0e64a74fdbc41f753a1f8b7cd829c15cc890ab328cdb758ea"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(제2022-8호)_게시용 (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(제2022-8호)_게시용.hwp","(제2022-8호)_게시용 (2).hwp","(제2022-8호)_게시용.hwp","81408","c334559c0339f4e52f99727ef5949486392a1ed82713d4953a049ecd340fc489"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\글로벌채권 펀드 배상비율 산정기준(게시용) (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\글로벌채권 펀드 배상비율 산정기준(게시용).hwp","글로벌채권 펀드 배상비율 산정기준(게시용) (2).hwp","글로벌채권 펀드 배상비율 산정기준(게시용).hwp","133632","d5a8d36559cc77d750e00a261b9cf23c94ae1bd9c60642268ffeb02dc804cccc"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\라임 국내 및 CI펀드 배상비율 산정기준(게시용) (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\라임 국내 및 CI펀드 배상비율 산정기준(게시용).hwp","라임 국내 및 CI펀드 배상비율 산정기준(게시용) (2).hwp","라임 국내 및 CI펀드 배상비율 산정기준(게시용).hwp","71168","4f44dd8835df4533b7d0f1899f5d181ebecc2c68450bf113a4cff8b12e9cde02"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\아시아 무역금융 펀드 배상비율 산정기준(게시용) (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\아시아 무역금융 펀드 배상비율 산정기준(게시용).hwp","아시아 무역금융 펀드 배상비율 산정기준(게시용) (2).hwp","아시아 무역금융 펀드 배상비율 산정기준(게시용).hwp","69632","2772ac28ec5beb81b82d574d6bdfa88519673890c504583654045d2151120769"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2022-10호(게시용) (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2022-10호(게시용).hwp","제2022-10호(게시용) (2).hwp","제2022-10호(게시용).hwp","236032","2e2396dff4ca0860289a04e534f856cf814bde0c6440836002c3c2c7f51a4dca"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2022-11호(게시용) (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2022-11호(게시용).hwp","제2022-11호(게시용) (2).hwp","제2022-11호(게시용).hwp","233984","7d42cd6441838397ee9d45f09c84d3bbc7c8d137e91712f4c91fd5dc1b7a0368"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2022-12호(게시용) (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2022-12호(게시용).hwp","제2022-12호(게시용) (2).hwp","제2022-12호(게시용).hwp","228864","999a18dd254737841dec4ee5b60806e6d9c1aa67a3eb0f620ebebe31a211b093"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2022-13호(게시용) (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2022-13호(게시용).hwp","제2022-13호(게시용) (2).hwp","제2022-13호(게시용).hwp","229376","ca530cae3482beab318ce6931c06afd2198336e3f240c6bb5fcca21a4e6f6d24"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2022-14호(게시용) (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2022-14호(게시용).hwp","제2022-14호(게시용) (2).hwp","제2022-14호(게시용).hwp","227840","06a0e752bd849125ee05cca9666d159f149d6297e4f2a36e4d77c8dd9820cfad"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2022-9호(게시용) (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2022-9호(게시용).hwp","제2022-9호(게시용) (2).hwp","제2022-9호(게시용).hwp","308224","cd32829d88e52d3fb12334ea17b9e2c072abc9d51c8caf9f4a8166735f0e46b9"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2023-1호(게시용) (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2023-1호(게시용).hwp","제2023-1호(게시용) (2).hwp","제2023-1호(게시용).hwp","549888","b238e26e42189f004f621c53e56c0d9d6feb35945dd958fe81aaac55d12cd0a6"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2023-3호(게시용) (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2023-3호(게시용).hwp","제2023-3호(게시용) (2).hwp","제2023-3호(게시용).hwp","769024","74289f3996a4158eab49c06460ad8e2bede209537a6a6b0cc3e58ebba7c43016"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2025-1호(게시용) (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2025-1호(게시용).hwp","제2025-1호(게시용) (2).hwp","제2025-1호(게시용).hwp","144896","0e2d627ea9e7ce0c64088acb9494538037fdb1fc4203384de7b4a790d169f594"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2025-2호(게시용) (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2025-2호(게시용).hwp","제2025-2호(게시용) (2).hwp","제2025-2호(게시용).hwp","148992","84245b812466e65afab75be2f8c381b6ae7cf07ccb069af4ac525c4f4ee5e8f8"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2025-3호(게시용) (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2025-3호(게시용).hwp","제2025-3호(게시용) (2).hwp","제2025-3호(게시용).hwp","145408","74b6e96d64b5a8956a3e55fec7d153b09100444d14e5268392f1b3dd9510585b"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2025-4호(게시용) (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2025-4호(게시용).hwp","제2025-4호(게시용) (2).hwp","제2025-4호(게시용).hwp","153600","7056884bbf38671058fcaf4eb993789ade17d795eb08c0013e8504a6c5e6638c"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2026-1호(게시용) (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2026-1호(게시용).hwp","제2026-1호(게시용) (2).hwp","제2026-1호(게시용).hwp","166912","4532a3df0f448ceec8a7f1818aefa0f287d86ae3e852cb77679f7f57fee1bb9d"
"exact_sha256_duplicate","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2026-2호(게시용) (2).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\제2026-2호(게시용).hwp","제2026-2호(게시용) (2).hwp","제2026-2호(게시용).hwp","166912","f79b4fca5a5be45b1102c95581c908a16fb6bb52b523903331f27342a88ee38f"
"exact_sha256_duplicate","한국은행","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\한국은행\_fileSrc_portal_f514048c945f4e19ba9688a0a3ecb105_2_700fe0a2c066401a81cde04c70a18336.pdf","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\한국은행\국문보도자료(2601).pdf","_fileSrc_portal_f514048c945f4e19ba9688a0a3ecb105_2_700fe0a2c066401a81cde04c70a18336.pdf","국문보도자료(2601).pdf","210285","acbc6ebca5b88e8c4de97650c527aea4d6bb197b526f844a0b5da00fcf843592"
"exact_sha256_duplicate","한국거래소","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\한국거래소\(공지) 24년코스닥시장공시상장관리해설서.pdf","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\한국거래소\(공지) 24년코스닥시장공시상장관리해설서 (3).pdf","(공지) 24년코스닥시장공시상장관리해설서.pdf","(공지) 24년코스닥시장공시상장관리해설서 (3).pdf","5266495","04e0b6e5b099a497401afd6a43c7cb5007a5478817c34ae2cdbd956507776c84"
"exact_sha256_duplicate","한국거래소","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\한국거래소\(공지)25년코스닥시장공시상장관리해설서.pdf","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\한국거래소\(공지)25년코스닥시장공시상장관리해설서 (3).pdf","(공지)25년코스닥시장공시상장관리해설서.pdf","(공지)25년코스닥시장공시상장관리해설서 (3).pdf","7684160","daee1b900d069a22acc1ee7051be46919760bc4d1a933bdadef661440e35c16c"
"exact_sha256_duplicate","한국거래소","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\한국거래소\2026 코스닥 상장심사 이해와 실무.pdf","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\한국거래소\2026 코스닥 상장심사 이해와 실무 (3).pdf","2026 코스닥 상장심사 이해와 실무.pdf","2026 코스닥 상장심사 이해와 실무 (3).pdf","2012889","a171592fdb4e7735a4c1c5b98e341c090c9e432a33776c47004bf99019599b50"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(금융위)240607(보도자료) 2024년 상반기 금융복합기업집단 소속금융회사 임직원 교육 실시.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(금융위)240607(보도자료) 2024년 상반기 금융복합기업집단 소속금융회사 임직원 교육 실시.pdf","(금융위)240607(보도자료) 2024년 상반기 금융복합기업집단 소속금융회사 임직원 교육 실시.hwp","(금융위)240607(보도자료) 2024년 상반기 금융복합기업집단 소속금융회사 임직원 교육 실시.pdf","849920","c7b351a453a2c953cfdabc37d64a2b389f96a66c6c4474b03a4de0ad444a12cb"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(금융위)241127(보도자료) 2024년 하반기 금융복합기업집단 소속금융회사 임직원 교육 실시.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(금융위)241127(보도자료) 2024년 하반기 금융복합기업집단 소속금융회사 임직원 교육 실시.pdf","(금융위)241127(보도자료) 2024년 하반기 금융복합기업집단 소속금융회사 임직원 교육 실시.hwp","(금융위)241127(보도자료) 2024년 하반기 금융복합기업집단 소속금융회사 임직원 교육 실시.pdf","863232","35e6a9f6dd323e73ec4c65f55e33df8e3ac7c082d5380857bb25dff591cfa3ae"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(보도자료) 「금융복합기업집단 감독규정」 규정변경 예고 및 내부통제 개선방안 마련.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(보도자료) 「금융복합기업집단 감독규정」 규정변경 예고 및 내부통제 개선방안 마련.pdf","(보도자료) 「금융복합기업집단 감독규정」 규정변경 예고 및 내부통제 개선방안 마련.hwp","(보도자료) 「금융복합기업집단 감독규정」 규정변경 예고 및 내부통제 개선방안 마련.pdf","729600","8abc769d2df9e9986b240f81d23b47f4ca8c1abd933d64d07e0813ae9784b97d"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(보도자료) 「금융복합기업집단 감독규정」 일부개정고시안 금융위원회 의결.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(보도자료) 「금융복합기업집단 감독규정」 일부개정고시안 금융위원회 의결.pdf","(보도자료) 「금융복합기업집단 감독규정」 일부개정고시안 금융위원회 의결.hwp","(보도자료) 「금융복합기업집단 감독규정」 일부개정고시안 금융위원회 의결.pdf","502784","4f990c6c8facd13eb011be00d0f1a86963f9d55c4282c327ab478f1d8053515e"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(은행,중소서민금융,금융투자)분쟁조정사례집2017_FF_.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\(은행,중소서민금융,금융투자)분쟁조정사례집2017_FF_.pdf","(은행,중소서민금융,금융투자)분쟁조정사례집2017_FF_.hwp","(은행,중소서민금융,금융투자)분쟁조정사례집2017_FF_.pdf","8165376","c57beb3a6da1bf4d2e3ffd02a3207c31135cb1ba992552648031350fc7bdf780"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\200702 (보도참고) 금융소비자 피해 집중분야 전면점검 합동회의 개최_.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\200702 (보도참고) 금융소비자 피해 집중분야 전면점검 합동회의 개최_.pdf","200702 (보도참고) 금융소비자 피해 집중분야 전면점검 합동회의 개최_.hwp","200702 (보도참고) 금융소비자 피해 집중분야 전면점검 합동회의 개최_.pdf","273408","a961b9be458dcbc616c1e52f7cfb5b2c7bd0b805578e4e7e25ed0b3b7ec58263"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\20180212_보도자료_보이는ARS_원스톱팀_최종_.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\20180212_보도자료_보이는ARS_원스톱팀_최종_.pdf","20180212_보도자료_보이는ARS_원스톱팀_최종_.hwp","20180212_보도자료_보이는ARS_원스톱팀_최종_.pdf","4813824","8bf2dd60e8958031510894db8fcff9a95d4256c9323a6c55fc51be6ce85bfec5"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\2025 금융감독원-금융감독정보 3호(통권 1128호)F.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\2025 금융감독원-금융감독정보 3호(통권 1128호)F.pdf","2025 금융감독원-금융감독정보 3호(통권 1128호)F.hwp","2025 금융감독원-금융감독정보 3호(통권 1128호)F.pdf","2036224","0f6136b38f1c5c5fb98127d67500520a1717e347ed77d41f8a4f66b49efb7874"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\210223_조간_2020년 유사투자자문업자 불법불건전 영업행위 점검결과F_.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\210223_조간_2020년 유사투자자문업자 불법불건전 영업행위 점검결과F_.pdf","210223_조간_2020년 유사투자자문업자 불법불건전 영업행위 점검결과F_.hwp","210223_조간_2020년 유사투자자문업자 불법불건전 영업행위 점검결과F_.pdf","265216","6262aed2f076d6dd2b47864f33378932691a771b76b4fc295d91cb034e73ec06"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\210331_금소법10문10답_게시용_.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\210331_금소법10문10답_게시용_.pdf","210331_금소법10문10답_게시용_.hwp","210331_금소법10문10답_게시용_.pdf","235520","bf9a1e8af0688448913e97ec4f0ed520b4d01160398737c90247be736c392380"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\210405_배포시_주식리딩방 근절을 위한 투자자 Check Point 3가지_.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\210405_배포시_주식리딩방 근절을 위한 투자자 Check Point 3가지_.pdf","210405_배포시_주식리딩방 근절을 위한 투자자 Check Point 3가지_.hwp","210405_배포시_주식리딩방 근절을 위한 투자자 Check Point 3가지_.pdf","366592","a90775d377652a7bbc78df96764655b0591c83ab72844ca8771e184ed9decc1d"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\210426_금융소비자보호법 FAQ 답변(3차)_게시용_.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\210426_금융소비자보호법 FAQ 답변(3차)_게시용_.pdf","210426_금융소비자보호법 FAQ 답변(3차)_게시용_.hwp","210426_금융소비자보호법 FAQ 답변(3차)_게시용_.pdf","26624","916c3aeb4e2e70ae1442a7c6fea0a352db717f9149df3bb67a1f9eaaf0288f59"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\210520_조간_(보도자료) 494개 부적격 유사투자자문업자 직권말소 처리_.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\210520_조간_(보도자료) 494개 부적격 유사투자자문업자 직권말소 처리_.pdf","210520_조간_(보도자료) 494개 부적격 유사투자자문업자 직권말소 처리_.hwp","210520_조간_(보도자료) 494개 부적격 유사투자자문업자 직권말소 처리_.pdf","144896","4e5d7904b752a88dbd53cb4bf93b50bbef7f04965bc2c924546d9e97c2de4d52"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\230918_금융소비자용 금소법 안내자료_f.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\230918_금융소비자용 금소법 안내자료_f.pdf","230918_금융소비자용 금소법 안내자료_f.hwp","230918_금융소비자용 금소법 안내자료_f.pdf","11835904","fac1a900442d17d118cda07610f3542c65964d1541be4a3403e6130b6ae23e64"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\230919_금융소비자보호법 설명자료_f.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\230919_금융소비자보호법 설명자료_f.pdf","230919_금융소비자보호법 설명자료_f.hwp","230919_금융소비자보호법 설명자료_f.pdf","415232","0f4449ccfb41de2373453bff54bc39eea840e65023cbc817c216977d85ab5b76"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\231229 독립금융상품자문업 등록 심사 매뉴얼_배포용f.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\231229 독립금융상품자문업 등록 심사 매뉴얼_배포용f.pdf","231229 독립금융상품자문업 등록 심사 매뉴얼_배포용f.hwp","231229 독립금융상품자문업 등록 심사 매뉴얼_배포용f.pdf","226816","23f41a5a1df60f0bf00b2157a6fe61738d94c9b9576cbe9c1acfbf7050b8183b"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\231229_대출모집인 등록 심사 매뉴얼_배포용f.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\231229_대출모집인 등록 심사 매뉴얼_배포용f.pdf","231229_대출모집인 등록 심사 매뉴얼_배포용f.hwp","231229_대출모집인 등록 심사 매뉴얼_배포용f.pdf","93696","26324cba8d70de886c21b26d28a4db7a268ba9cdc511a1bcf60dc950d20348ee"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\240621_(보도자료) 조간_'23년말 금융복합기업집단 자본적정성 비율.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\240621_(보도자료) 조간_'23년말 금융복합기업집단 자본적정성 비율.pdf","240621_(보도자료) 조간_'23년말 금융복합기업집단 자본적정성 비율.hwp","240621_(보도자료) 조간_'23년말 금융복합기업집단 자본적정성 비율.pdf","364032","71c77f416ce74c04f066725b05ba090bf1f8f57c6ee410d8f9e59729e13e95d8"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\241107 (보도자료) 석간_'24.6월말 금융복합기업집단 자본적정성 비율.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\241107 (보도자료) 석간_'24.6월말 금융복합기업집단 자본적정성 비율.pdf","241107 (보도자료) 석간_'24.6월말 금융복합기업집단 자본적정성 비율.hwp","241107 (보도자료) 석간_'24.6월말 금융복합기업집단 자본적정성 비율.pdf","362496","c8bebcfb2c13128ddc447dd1a65412491dc12d561c903609308332cff45e1136"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\2411_증권사 최선집행의무 가이드라인 관련 Q&A F.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\2411_증권사 최선집행의무 가이드라인 관련 Q&A F.pdf","2411_증권사 최선집행의무 가이드라인 관련 Q&A F.hwp","2411_증권사 최선집행의무 가이드라인 관련 Q&A F.pdf","121344","e45e1fac1b7b64cf44e63a8394e9de8ce7a191592feff243ea77a01645bf400a"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\250605_(보도자료) 2024년도 유사투자자문업자 영업실태 점검결과 및 투자자 유의사항_vF.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\250605_(보도자료) 2024년도 유사투자자문업자 영업실태 점검결과 및 투자자 유의사항_vF.pdf","250605_(보도자료) 2024년도 유사투자자문업자 영업실태 점검결과 및 투자자 유의사항_vF.hwp","250605_(보도자료) 2024년도 유사투자자문업자 영업실태 점검결과 및 투자자 유의사항_vF.pdf","143360","3a200e74a6166967a1c27b46eabe4abcb1231748a3b3f39fdfad46599aa63110"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\250624_(보도자료) '24년말 금융복합기업집단 자본적정성 비율.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\250624_(보도자료) '24년말 금융복합기업집단 자본적정성 비율.pdf","250624_(보도자료) '24년말 금융복합기업집단 자본적정성 비율.hwp","250624_(보도자료) '24년말 금융복합기업집단 자본적정성 비율.pdf","368128","faf552913ae20931266047c09b028e3150d04e9be72e72b690c61c066912f2b7"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\250709(보도자료) 2025년도 금융복합기업집단 지정.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\250709(보도자료) 2025년도 금융복합기업집단 지정.pdf","250709(보도자료) 2025년도 금융복합기업집단 지정.hwp","250709(보도자료) 2025년도 금융복합기업집단 지정.pdf","763904","7ccad319e670faefdf7b0dbd109d5174638e04031cb02f39975e26990d50490e"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\251119_(보도자료) 25.6월말 금융복합기업집단 자본적정성 비율.hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\251119_(보도자료) 25.6월말 금융복합기업집단 자본적정성 비율.pdf","251119_(보도자료) 25.6월말 금융복합기업집단 자본적정성 비율.hwp","251119_(보도자료) 25.6월말 금융복합기업집단 자본적정성 비율.pdf","306688","e47476420044bfea0744570f7a6cc9c3ef27e9cbed7305a8b1c815f8c92607b0"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\260420_(보도자료) 유사투자자문업자에 대한 검사, 제재를 통해 투자자 피해 예방을 위해 노력하겠습니다..hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\260420_(보도자료) 유사투자자문업자에 대한 검사, 제재를 통해 투자자 피해 예방을 위해 노력하겠습니다..pdf","260420_(보도자료) 유사투자자문업자에 대한 검사, 제재를 통해 투자자 피해 예방을 위해 노력하겠습니다..hwp","260420_(보도자료) 유사투자자문업자에 대한 검사, 제재를 통해 투자자 피해 예방을 위해 노력하겠습니다..pdf","472064","1decfbb5e597390fea825a0d7fc3bd9c6423b53f04aa38663f2fedaea56cf952"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\260423_(보도자료) 제2차 금융소비자보호자문위원회 회의 개최FF(최종).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\260423_(보도자료) 제2차 금융소비자보호자문위원회 회의 개최FF(최종).pdf","260423_(보도자료) 제2차 금융소비자보호자문위원회 회의 개최FF(최종).hwp","260423_(보도자료) 제2차 금융소비자보호자문위원회 회의 개최FF(최종).pdf","119808","0dfb81a7495387042d0a8c04c955cb1bfec087c98eb3b367e770ad6cdb5842a3"
"same_title_different_format","금융감독원","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\260511_(보도설명) 「이찬진 저신용자는 은행이 맡아야... 새희망홀씨 확대 주문」 보도에 대한 설명(파이낸셜뉴스 5.11일자).hwp","C:\Users\sosoj\Documents\PNU-ChatBot\src\data\금융감독원\260511_(보도설명) 「이찬진 저신용자는 은행이 맡아야... 새희망홀씨 확대 주문」 보도에 대한 설명(파이낸셜뉴스 5.11일자).pdf","260511_(보도설명) 「이찬진 저신용자는 은행이 맡아야... 새희망홀씨 확대 주문」 보도에 대한 설명(파이낸셜뉴스 5.11일자).hwp","260511_(보도설명) 「이찬진 저신용자는 은행이 맡아야... 새희망홀씨 확대 주문」 보도에 대한 설명(파이낸셜뉴스 5.11일자).pdf","196096","ea6bd74b8bff4c3a533a36a89ad97c663b8c3e514ff14de0a22fd946350100a1"
